state,county,M_18_to_29,M_30_to_49,M_50_to_64,M_65_plus,F_18_to_29,F_30_to_49,F_50_to_64,F_65_plus,income_under_30000,income_30000_to_49999,income_50000_to_99999,income_100000_plus
North Carolina,PAMLICOCOUNTY,778,1436,1448,1582,610,1148,1553,1998,1938,796,1590,1079
North Carolina,PASQUOTANKCOUNTY,3357,4886,3769,2601,3222,4801,4234,3849,4226,2401,4880,3189
North Carolina,PENDERCOUNTY,3948,8079,6719,4675,3563,7997,6819,5949,5724,3716,7739,5812
North Carolina,PERQUIMANSCOUNTY,706,1307,1496,1619,719,1429,1544,2007,1707,1001,1905,1154
North Carolina,PERSONCOUNTY,2634,4634,4250,3085,2629,4756,4599,4439,4309,2847,5399,3561
North Carolina,PITTCOUNTY,21060,19973,13750,9374,24286,22362,16338,13707,21029,15980,20761,14244
North Carolina,POLKCOUNTY,1088,1990,2242,2500,1039,1934,2617,3549,2368,2171,2837,1891
North Carolina,RANDOLPHCOUNTY,10326,17258,15150,10549,9906,17621,15374,13959,16443,12605,18370,9349
North Carolina,RICHMONDCOUNTY,3711,4937,4578,3227,3359,5420,4662,4467,7448,3565,4972,2315
North Carolina,ROBESONCOUNTY,11264,15112,11705,8062,11162,16554,12904,11445,20066,9424,11692,5284
North Carolina,ROCKINGHAMCOUNTY,6133,10328,9729,7633,5904,10836,11087,10430,12412,8653,11637,6042
North Carolina,ROWANCOUNTY,10919,16946,14496,10158,10422,17196,14926,13518,15396,11317,17540,10287
North Carolina,RUTHERFORDCOUNTY,4367,7382,7058,5876,4355,7980,7595,7947,9947,6495,7957,3622
North Carolina,SAMPSONCOUNTY,4618,7563,6117,4572,4421,7548,6187,6472,7646,5916,6597,3591
North Carolina,SCOTLANDCOUNTY,2944,4377,3255,2402,2739,3934,3502,3586,5603,2277,3292,1470
North Carolina,STANLYCOUNTY,4828,7598,6262,4673,4360,7219,6577,6491,5941,4913,8196,4793
North Carolina,STOKESCOUNTY,2881,5342,5540,3819,2996,5498,5442,5239,5046,4143,7560,2713
North Carolina,SURRYCOUNTY,5179,8104,7512,5870,4746,8450,7958,8200,10426,5377,8520,5033
North Carolina,SWAINCOUNTY,1002,1647,1358,1077,1031,1789,1429,1487,1895,1278,1715,993
North Carolina,TRANSYLVANIACOUNTY,2308,3212,3387,4130,1982,3598,3950,5584,3839,3583,4648,2851
North Carolina,TYRRELLCOUNTY,375,757,467,346,175,389,377,513,666,280,555,164
North Carolina,UNIONCOUNTY,16401,30857,23340,12147,16012,32936,23135,16554,11350,11536,23844,31552
North Carolina,VANCECOUNTY,3369,4581,4071,3215,3453,5417,5005,4728,6202,3474,4712,2365
North Carolina,WAKECOUNTY,89364,158392,95603,49335,90267,167033,102968,72168,59723,59614,121383,170638
North Carolina,WARRENCOUNTY,1353,2138,2266,2102,1157,1943,2302,2801,3334,1558,1959,1179
North Carolina,WASHINGTONCOUNTY,831,967,1253,1087,796,1230,1452,1628,2550,897,1337,320
North Carolina,WATAUGACOUNTY,9715,5519,4638,3975,9506,5256,4963,4684,7425,3763,5658,4433
North Carolina,WAYNECOUNTY,11156,14134,11506,8156,9774,15054,12427,11614,15213,10107,14362,8518
North Carolina,WILKESCOUNTY,4590,7903,7564,5970,4414,7670,7555,8161,9730,6010,8794,4167
North Carolina,WILSONCOUNTY,6045,8895,7766,5967,6173,10225,8916,8425,11315,6612,9080,5521
North Carolina,YADKINCOUNTY,2601,4408,4208,2976,2378,4397,4302,4174,4624,3641,4831,2448
North Carolina,YANCEYCOUNTY,1116,1906,1888,1859,1113,1936,2027,2512,2385,1839,2293,1140
North Dakota,ADAMSCOUNTY,111,239,276,202,102,219,217,328,374,172,241,277
North Dakota,BARNESCOUNTY,869,1088,1159,949,791,1155,1065,1312,1288,777,1644,1254
North Dakota,BENSONCOUNTY,509,686,595,464,466,696,600,473,822,284,698,442
North Dakota,BILLINGSCOUNTY,62,131,90,85,15,105,96,86,61,54,124,135
North Dakota,BOTTINEAUCOUNTY,522,647,712,640,365,640,655,781,631,381,911,923
North Dakota,BOWMANCOUNTY,197,354,302,272,199,298,320,354,215,220,523,379
North Dakota,BURKECOUNTY,131,206,271,169,90,273,217,232,156,164,310,353
North Dakota,BURLEIGHCOUNTY,8024,12971,8575,5934,7571,11648,9028,8669,7050,5715,13397,13610
North Dakota,CASSCOUNTY,21760,25035,13997,8532,20567,22576,14039,11912,15920,12958,25897,22907
North Dakota,CAVALIERCOUNTY,263,348,420,439,196,320,408,549,428,411,545,469
North Dakota,DICKEYCOUNTY,340,516,532,377,332,479,506,547,452,325,715,603
North Dakota,DIVIDECOUNTY,119,292,240,243,109,180,285,274,208,225,350,319
North Dakota,DUNNCOUNTY,324,552,577,317,244,424,434,361,279,170,453,725
North Dakota,EDDYCOUNTY,114,278,217,225,173,215,213,282,317,174,336,203
North Dakota,EMMONSCOUNTY,177,325,379,359,177,299,291,538,472,309,482,308
North Dakota,FOSTERCOUNTY,208,367,379,269,193,314,335,408,361,262,409,457
North Dakota,GOLDENVALLEYCOUNTY,85,185,253,155,121,169,210,219,141,140,264,252
North Dakota,GRANDFORKSCOUNTY,11136,8135,5471,3641,9366,7189,5305,4892,8453,5888,9145,7382
North Dakota,GRANTCOUNTY,128,251,224,266,99,209,228,341,324,191,336,224
North Dakota,GRIGGSCOUNTY,152,189,212,332,87,183,294,375,254,180,324,243
North Dakota,HETTINGERCOUNTY,132,231,259,287,189,299,296,313,317,201,346,265
North Dakota,KIDDERCOUNTY,191,212,350,276,107,196,311,244,337,215,340,238
North Dakota,LAMOURECOUNTY,203,439,464,461,239,389,432,574,439,313,668,475
North Dakota,LOGANCOUNTY,129,128,236,209,70,155,179,258,177,181,290,168
North Dakota,MCHENRYCOUNTY,342,716,645,504,295,648,597,628,612,445,875,702
North Dakota,MCINTOSHCOUNTY,121,274,303,272,118,209,275,469,368,272,448,208
North Dakota,MCKENZIECOUNTY,1285,2015,1219,511,1043,1465,1169,626,782,475,1418,1751
North Dakota,MCLEANCOUNTY,535,1122,1064,1024,488,1003,1024,1124,792,827,1585,1286
North Dakota,MERCERCOUNTY,510,987,1072,701,405,920,971,856,741,446,1045,1433
North Dakota,MORTONCOUNTY,2536,4268,3104,2006,2198,3866,3016,2756,2507,2101,4358,4526
North Dakota,MOUNTRAILCOUNTY,1080,1480,989,533,708,1205,834,593,625,666,1017,1256
North Dakota,NELSONCOUNTY,179,330,342,309,118,251,344,425,454,274,465,271
North Dakota,OLIVERCOUNTY,79,196,237,240,93,153,221,236,153,107,214,273
North Dakota,PEMBINACOUNTY,371,786,850,725,373,675,789,790,774,497,1049,837
North Dakota,PIERCECOUNTY,232,440,459,309,233,420,397,577,587,161,633,423
North Dakota,RAMSEYCOUNTY,981,1148,1280,923,784,1184,1151,1238,1295,906,1564,1105
North Dakota,RANSOMCOUNTY,343,696,565,467,323,574,554,556,521,428,843,606
North Dakota,RENVILLECOUNTY,177,265,260,167,158,250,246,249,126,209,316,321
North Dakota,RICHLANDCOUNTY,1731,1722,1731,1279,1376,1654,1575,1529,1743,1236,2224,1650
North Dakota,ROLETTECOUNTY,1088,1544,1220,665,1033,1642,1305,917,1499,875,1251,870
North Dakota,SARGENTCOUNTY,270,519,457,431,199,397,406,439,262,332,743,506
North Dakota,SHERIDANCOUNTY,82,132,168,129,30,137,126,239,177,123,248,127
North Dakota,SIOUXCOUNTY,384,516,348,182,378,483,345,186,382,253,278,210
North Dakota,SLOPECOUNTY,43,84,86,90,18,77,94,115,70,31,121,90
North Dakota,STARKCOUNTY,2591,4427,2865,1637,2567,3734,2579,2257,2677,1510,4063,4339
North Dakota,STEELECOUNTY,73,208,269,172,124,186,153,206,151,69,257,305
North Dakota,STUTSMANCOUNTY,1895,2556,2302,1544,1619,2229,2074,2196,2531,1716,3045,1739
North Dakota,TOWNERCOUNTY,199,228,276,246,62,164,265,283,278,304,310,239
North Dakota,TRAILLCOUNTY,669,913,838,557,522,927,777,850,626,605,1126,1054
North Dakota,WALSHCOUNTY,731,1086,1253,872,635,1054,1186,1206,1139,895,1638,1083
North Dakota,WARDCOUNTY,9622,9147,5084,3417,6672,8089,5406,4789,5413,4818,10074,8198
North Dakota,WELLSCOUNTY,199,320,494,377,144,400,488,591,551,272,647,412
North Dakota,WILLIAMSCOUNTY,3397,6003,3117,1291,3080,4201,2486,1864,2460,1716,4648,5683
Ohio,ADAMSCOUNTY,1788,3201,3060,2164,1876,3282,2892,2651,4234,1795,2624,1729
Ohio,ALLENCOUNTY,9318,12248,10022,7281,7381,11679,10237,10141,11696,8478,13723,7351
Ohio,ASHLANDCOUNTY,4374,5971,5251,4045,4467,5917,5590,5476,4764,4216,7517,3992
Ohio,ASHTABULACOUNTY,7136,11669,10574,7782,6231,10812,10792,10151,12560,8169,12768,5758
Ohio,ATHENSCOUNTY,11633,7013,5260,3577,11735,6633,5582,4718,8393,4049,6535,3701
Ohio,AUGLAIZECOUNTY,3260,5340,4762,3367,3052,5160,4765,4631,3615,3395,7144,5038
Ohio,BELMONTCOUNTY,5445,8891,7429,5456,3937,7477,7538,7820,7238,5264,8345,4954
Ohio,BROWNCOUNTY,2954,5165,4662,3248,2768,5228,4775,4267,4861,2822,6294,3721
Ohio,BUTLERCOUNTY,34665,45522,36173,22713,35120,46641,37834,31408,28559,23581,45195,44857
Ohio,CARROLLCOUNTY,1781,2959,3298,2463,1603,3006,3174,3045,2694,2577,3836,2124
Ohio,CHAMPAIGNCOUNTY,2989,4531,4090,2874,2569,4677,4179,3923,2996,2826,5886,3404
Ohio,CLARKCOUNTY,9985,14751,13405,10296,10108,15728,14144,14573,15223,11812,17766,10394
Ohio,CLERMONTCOUNTY,14660,26023,21291,14158,14131,25904,22659,18428,15352,12674,25848,25616
Ohio,CLINTONCOUNTY,3169,5009,4325,2872,3141,5084,4453,3895,4517,3103,5639,3441
Ohio,COLUMBIANACOUNTY,7245,12914,11629,8496,6342,11312,11445,11463,12541,8492,13740,6835
Ohio,COSHOCTONCOUNTY,2395,4127,3880,2911,2485,4150,3916,3899,4533,2927,4816,2181
Ohio,CRAWFORDCOUNTY,2925,4762,4342,3294,2716,4826,4357,4814,5243,4366,5592,2649
Ohio,CUYAHOGACOUNTY,99448,145049,121546,82698,101155,155582,135465,130794,166123,105509,154955,126974
Ohio,DARKECOUNTY,3556,5990,5312,4066,3202,5652,5477,5559,5142,4776,7181,4182
Ohio,DEFIANCECOUNTY,2958,4450,3743,2983,2685,4583,3815,3841,3308,2735,5796,3632
Ohio,DELAWARECOUNTY,12516,29328,19429,11812,12046,30033,19829,15239,7108,7067,17532,39819
Ohio,ERIECOUNTY,5191,7977,7967,6654,5064,8354,8551,8704,7465,5980,9979,7814
Ohio,FAIRFIELDCOUNTY,11896,20052,15559,9944,10312,20457,15846,13674,10779,10068,17948,18900
Ohio,FAYETTECOUNTY,2176,3297,2810,2107,1912,3723,2940,2793,3455,2419,3612,2148
Ohio,FRANKLINCOUNTY,125527,182599,107783,59234,126756,184913,116474,90063,115534,95217,164690,146463
Ohio,FULTONCOUNTY,2970,4834,4450,3107,2819,5073,4478,4229,3129,3132,6168,3797
Ohio,GALLIACOUNTY,2204,3510,3013,2354,2061,3499,3212,3094,3213,2774,3500,2084
Ohio,GEAUGACOUNTY,6221,9825,10642,7795,5681,9835,10958,10245,4515,4978,10922,14613
Ohio,GREENECOUNTY,16001,19712,16325,11458,15738,19539,17301,15821,12978,10671,20653,21828
Ohio,GUERNSEYCOUNTY,2907,4491,4141,3114,2611,4515,4163,4125,5046,3862,5034,2566
Ohio,HAMILTONCOUNTY,70714,99037,75324,47480,70198,104449,82895,71983,90655,59940,99073,96683
Ohio,HANCOCKCOUNTY,6133,9450,7620,5213,6003,9178,7548,7282,7360,6224,10447,7757
Ohio,HARDINCOUNTY,3343,3429,2871,1905,3356,3423,2894,2794,3075,2952,3711,2217
Ohio,HARRISONCOUNTY,961,1605,1781,1337,866,1650,1848,1805,1812,1442,2101,982
Ohio,HENRYCOUNTY,1883,3222,2830,2049,1732,3251,2852,2749,1989,2669,3908,2622
Ohio,HIGHLANDCOUNTY,2975,4997,4318,3082,2903,5100,4627,4365,5236,3534,5012,3171
Ohio,HOCKINGCOUNTY,1893,3396,3125,2255,1863,3358,3168,2829,3002,2279,3879,2397
Ohio,HOLMESCOUNTY,3802,4815,3562,2248,3509,4913,3585,3309,2321,2373,4667,3180
Ohio,HURONCOUNTY,4178,7182,5818,4013,3975,6793,6277,5495,5356,4995,8143,4593
Ohio,JACKSONCOUNTY,2409,4015,3173,2267,2178,4042,3386,3133,3893,2425,4340,1971
Ohio,JEFFERSONCOUNTY,4909,7277,7119,5647,5104,7253,7443,7910,9113,5556,8262,4780
Ohio,KNOXCOUNTY,5089,6820,6056,4524,5429,6882,6315,6100,4754,4491,8803,5087
Ohio,LAKECOUNTY,16286,27301,25098,17886,15549,27202,26435,25906,18401,17980,33592,26792
Ohio,LAWRENCECOUNTY,4197,7137,6039,4543,4199,7424,6566,6200,7445,4887,7686,3163
Ohio,LICKINGCOUNTY,12925,21297,18107,11750,12755,22223,18702,15938,13135,9794,20985,19966
Ohio,LOGANCOUNTY,3255,5244,4853,3484,2993,5423,4885,4441,3993,3606,6835,4289
Ohio,LORAINCOUNTY,22843,37376,31937,22543,21307,37541,33366,31653,30180,21670,38900,31146
Ohio,LUCASCOUNTY,35500,50841,41098,27450,35405,53755,44782,39608,56640,36090,52673,37979
Ohio,MADISONCOUNTY,3836,7482,5031,2760,2609,5000,4407,3758,2362,2985,5500,4395
Ohio,MAHONINGCOUNTY,17431,26253,23872,18327,16041,25546,25523,27233,31625,20487,29072,18119
Ohio,MARIONCOUNTY,5566,9594,7345,4451,4172,6878,6357,6356,7247,5316,7870,4316
Ohio,MEDINACOUNTY,11683,22302,19400,13394,11140,22536,20055,17453,10357,10489,22359,26209
Ohio,MEIGSCOUNTY,1479,2659,2551,1829,1338,2792,2504,2443,3304,2017,2448,1383
Ohio,MERCERCOUNTY,2994,4684,4220,3052,2725,4408,4197,3902,2965,2971,6172,3984
Ohio,MIAMICOUNTY,7163,12957,10836,7946,6797,13000,11029,11033,8465,7610,14726,10859
Ohio,MONROECOUNTY,818,1564,1529,1335,777,1487,1513,1723,1921,1170,1733,1001
Ohio,MONTGOMERYCOUNTY,43554,61638,50217,36249,43407,65084,55049,54887,64889,44466,69838,49820
Ohio,MORGANCOUNTY,917,1674,1588,1366,839,1743,1603,1678,2122,1552,1862,699
Ohio,MORROWCOUNTY,2339,4341,3932,2669,2251,4270,3890,3332,2344,2126,5569,3038
Ohio,MUSKINGUMCOUNTY,6565,10211,8574,5930,6508,10435,9057,8591,10560,6805,10372,5951
Ohio,NOBLECOUNTY,968,1490,2230,2259,699,1238,1148,1534,1578,976,1585,904
Ohio,OTTAWACOUNTY,2242,4410,4830,4362,2113,4267,4924,5367,3933,4062,5628,5048
Ohio,PAULDINGCOUNTY,1179,2274,2048,1464,1176,2166,1976,1918,1892,1650,2742,1494
Ohio,PERRYCOUNTY,2497,4477,3895,2662,2400,4443,3789,3270,3827,2402,4632,2341
Ohio,PICKAWAYCOUNTY,5202,8850,6137,3746,3729,7121,5527,5034,4399,3516,6632,5415
Ohio,PIKECOUNTY,2013,3244,2818,2016,1844,3446,3081,2658,3636,2715,3103,2034
Ohio,PORTAGECOUNTY,17422,17814,16478,11371,18675,17740,17258,14393,15444,11328,19740,16606
Ohio,PREBLECOUNTY,2707,4778,4510,3235,2625,4824,4507,4241,3468,2832,6190,3687
Ohio,PUTNAMCOUNTY,2298,3925,3617,2392,2169,3752,3556,3177,2243,2764,4504,4058
Ohio,RICHLANDCOUNTY,10153,15557,12047,9109,7884,13239,12290,13406,14475,10736,16153,8009
Ohio,ROSSCOUNTY,6114,11202,8714,5392,4787,9018,7877,7082,8897,5533,9319,5575
Ohio,SANDUSKYCOUNTY,3994,7033,6353,4453,3782,6984,6347,6100,5581,5149,8381,4718
Ohio,SCIOTOCOUNTY,6128,9405,7331,5416,5354,9129,7998,7815,11438,5756,8050,4717
Ohio,SENECACOUNTY,4861,6630,5607,3943,4340,6168,5736,5430,5249,5020,7511,3977
Ohio,SHELBYCOUNTY,3559,5734,5195,3358,3294,5662,4975,4444,3733,3242,6649,4926
Ohio,STARKCOUNTY,27640,42625,37753,28244,27173,43892,40380,40683,40833,30075,49793,34090
Ohio,SUMMITCOUNTY,42495,64825,55129,37264,41314,66924,59701,54857,56334,41567,72811,56844
Ohio,TRUMBULLCOUNTY,14136,22196,20879,16826,13331,22587,22341,24008,27429,18397,26405,14548
Ohio,TUSCARAWASCOUNTY,6536,10907,9256,7114,6109,10596,9582,10029,9402,7895,12656,7259
Ohio,UNIONCOUNTY,4017,7795,5503,2867,4303,9156,5723,3898,2336,2792,6752,8988
Ohio,VANWERTCOUNTY,1964,3324,2906,2149,1909,3211,2991,2932,2504,2200,4538,2089
Ohio,VINTONCOUNTY,920,1565,1512,1023,799,1583,1476,1207,1525,1316,1554,834
Ohio,WARRENCOUNTY,16680,31946,23749,13737,14229,31149,23946,18398,10068,11281,26132,37364
Ohio,WASHINGTONCOUNTY,4576,6809,6669,4951,4145,6933,6648,6964,7176,5016,8289,4605
Ohio,WAYNECOUNTY,9390,13016,11284,8428,8978,12994,11510,11365,9818,7840,16374,10265
Ohio,WILLIAMSCOUNTY,2608,4421,3927,2749,2349,4283,3885,3849,3687,3641,5765,2427
Ohio,WOODCOUNTY,15391,15109,11455,7904,15691,14600,11987,11060,11371,8607,16456,14265
Ohio,WYANDOTCOUNTY,1558,2617,2263,1698,1411,2590,2395,2363,2264,1854,3338,1861
Oklahoma,ADAIRCOUNTY,1626,2638,2103,1460,1617,2586,2158,1822,3457,1517,2011,743
Oklahoma,ALFALFACOUNTY,327,1197,782,482,300,445,473,565,428,316,692,456
Oklahoma,ATOKACOUNTY,1157,1968,1293,1139,854,1437,1328,1489,1794,1211,1429,822
Oklahoma,BEAVERCOUNTY,382,586,524,442,312,611,498,539,482,514,718,370
Oklahoma,BECKHAMCOUNTY,2147,3460,2204,1174,1444,2328,1851,1625,2580,1716,2146,1583
Oklahoma,BLAINECOUNTY,641,1517,1141,766,521,1013,954,927,1081,1085,1123,836
Oklahoma,BRYANCOUNTY,4064,5664,4012,3382,3972,5747,4451,4616,5348,4075,5465,3005
Oklahoma,CADDOCOUNTY,2269,4380,2826,2013,1806,3082,2657,2726,3289,2430,3196,1692
Oklahoma,CANADIANCOUNTY,10544,21186,12360,8068,10411,20566,12738,10586,6859,7393,16353,15079
Oklahoma,CARTERCOUNTY,3716,5893,4433,3047,3488,5931,4693,4748,5610,3625,5781,3654
Oklahoma,CHEROKEECOUNTY,5143,5395,4166,3457,5185,5535,4522,4410,6234,3547,5497,2256
Oklahoma,CHOCTAWCOUNTY,921,1545,1421,1308,1010,1680,1555,1623,2660,1008,1565,830
Oklahoma,CIMARRONCOUNTY,83,249,197,232,111,213,209,279,259,261,249,187
Oklahoma,CLEVELANDCOUNTY,32454,37239,23173,15543,30211,36042,24472,21158,21325,18954,37027,30131
Oklahoma,COALCOUNTY,395,565,583,478,349,600,538,662,831,462,614,334
Oklahoma,COMANCHECOUNTY,15047,16291,9965,6219,10755,14877,10394,8420,11717,9832,13889,8880
Oklahoma,COTTONCOUNTY,434,653,621,478,368,628,642,601,747,305,619,471
Oklahoma,CRAIGCOUNTY,1177,1838,1481,1108,913,1516,1462,1593,1859,1328,1676,563
Oklahoma,CREEKCOUNTY,5172,8730,7176,5209,4893,8573,7416,6984,7912,4888,8281,5335
Oklahoma,CUSTERCOUNTY,3395,3326,2317,1475,3264,3084,2497,2166,3302,2028,2736,2787
Oklahoma,DELAWARECOUNTY,2613,4419,4427,4825,2616,4567,4818,5475,5787,3719,4697,2657
Oklahoma,DEWEYCOUNTY,348,519,471,409,313,504,472,500,390,463,517,355
Oklahoma,ELLISCOUNTY,233,455,389,393,229,431,390,496,552,271,457,321
Oklahoma,GARFIELDCOUNTY,5208,7938,5415,4044,4539,7440,5519,5706,6591,3661,8133,5093
Oklahoma,GARVINCOUNTY,1984,3481,2477,2060,1890,3349,2695,2730,3060,2538,2964,1832
Oklahoma,GRADYCOUNTY,4001,6992,5632,3730,3690,7058,5687,4893,4670,3209,6529,5705
Oklahoma,GRANTCOUNTY,293,477,473,388,282,426,442,499,406,527,571,373
Oklahoma,GREERCOUNTY,641,1072,606,360,271,500,449,564,702,365,702,285
Oklahoma,HARMONCOUNTY,149,316,303,200,155,295,275,285,288,211,368,223
Oklahoma,HARPERCOUNTY,247,469,359,307,156,432,409,386,397,288,414,148
Oklahoma,HASKELLCOUNTY,892,1493,1149,1080,808,1427,1357,1377,1852,877,1353,847
Oklahoma,HUGHESCOUNTY,1183,1901,1206,949,809,1296,1188,1412,1632,819,1098,547
Oklahoma,JACKSONCOUNTY,2379,3108,2064,1590,2011,3133,2101,2073,2662,1885,3183,1862
Oklahoma,JEFFERSONCOUNTY,412,691,609,517,351,645,600,700,886,444,575,322
Oklahoma,JOHNSTONCOUNTY,821,1254,1081,925,800,1209,1099,1165,1500,890,1323,475
Oklahoma,KAYCOUNTY,3384,5120,4089,3420,3151,4803,4132,4745,5221,4207,5597,2780
Oklahoma,KINGFISHERCOUNTY,1144,1971,1517,953,1075,1810,1534,1395,1235,1145,1725,1687
Oklahoma,KIOWACOUNTY,530,1007,946,745,477,1006,1050,910,1479,673,995,416
Oklahoma,LATIMERCOUNTY,825,1113,1000,997,777,1126,993,1077,1525,747,997,685
Oklahoma,LEFLORECOUNTY,3761,6237,4760,3687,3464,5747,4943,4865,6438,4325,5302,2429
Oklahoma,LINCOLNCOUNTY,2377,4018,3744,2773,2258,3967,3770,3501,3987,2350,4134,2528
Oklahoma,LOGANCOUNTY,3603,6076,4607,3218,3701,5981,5054,3909,3449,2192,4521,5391
Oklahoma,LOVECOUNTY,756,1168,916,891,708,1268,888,968,864,865,1169,620
Oklahoma,MCCLAINCOUNTY,2630,5253,3819,2696,2588,5364,3915,3292,2950,1853,5153,4652
Oklahoma,MCCURTAINCOUNTY,2465,3737,3027,2553,2362,3813,3203,3187,4919,2690,3684,1466
Oklahoma,MCINTOSHCOUNTY,1194,2001,2143,2220,1129,2058,2177,2607,3088,1751,2289,1065
Oklahoma,MAJORCOUNTY,466,843,769,599,429,824,791,831,685,612,1004,707
Oklahoma,MARSHALLCOUNTY,1196,1764,1589,1609,1012,1838,1730,1954,2038,1198,2031,1044
Oklahoma,MAYESCOUNTY,3039,4801,4216,2984,2862,4818,4125,4142,5301,2754,5232,2805
Oklahoma,MURRAYCOUNTY,1040,1594,1449,1128,881,1556,1549,1415,1244,1016,1785,968
Oklahoma,MUSKOGEECOUNTY,5489,8204,6221,4540,5151,8659,6648,6405,9876,5299,7310,4181
Oklahoma,NOBLECOUNTY,802,1268,1152,866,740,1298,1149,1203,1044,775,1586,1099
Oklahoma,NOWATACOUNTY,696,1207,1090,815,687,1176,1057,1103,1411,880,1183,627
Oklahoma,OKFUSKEECOUNTY,1026,1740,1277,924,732,1284,1057,1142,1492,816,1112,584
Oklahoma,OKLAHOMACOUNTY,67842,103205,66393,43078,67532,105195,71795,61346,79745,60095,93543,74560
Oklahoma,OKMULGEECOUNTY,3358,4292,3610,2849,2859,4414,3843,4022,5121,2721,4389,2078
Oklahoma,OSAGECOUNTY,3434,5621,5071,3986,2917,5310,5205,4983,5318,3474,5505,3695
Oklahoma,OTTAWACOUNTY,2573,3432,2773,2319,2480,3513,3011,3164,4430,2835,3417,1332
Oklahoma,PAWNEECOUNTY,1152,1859,1711,1293,1021,1923,1728,1674,1848,1284,2129,1068
Oklahoma,PAYNECOUNTY,15139,8567,5409,4026,13174,8027,5657,5753,11750,5691,7487,5855
Oklahoma,PITTSBURGCOUNTY,3434,5720,4285,3524,2874,4795,4408,4699,5820,3315,5421,3051
Oklahoma,PONTOTOCCOUNTY,3508,4519,3207,2553,3595,4576,3469,3554,4317,2678,4164,3132
Oklahoma,POTTAWATOMIECOUNTY,5635,8544,6501,4651,6091,9539,7189,6570,7790,5299,8440,4997
Oklahoma,PUSHMATAHACOUNTY,663,1201,1123,1097,682,1212,1212,1362,1840,885,1164,542
Oklahoma,ROGERMILLSCOUNTY,259,397,401,294,214,365,331,418,368,265,448,282
Oklahoma,ROGERSCOUNTY,7108,11220,9319,6383,6766,11489,9535,8012,6647,5802,12255,10353
Oklahoma,SEMINOLECOUNTY,1857,2793,2300,1838,1770,2837,2521,2457,3836,1949,2655,1051
Oklahoma,SEQUOYAHCOUNTY,3079,4838,4044,3057,2871,5001,4346,4156,5448,3750,4544,1851
Oklahoma,STEPHENSCOUNTY,2897,4961,4418,3432,2887,5061,4581,4779,4657,3467,5505,2996
Oklahoma,TEXASCOUNTY,2193,2800,1950,970,1480,2369,1526,1186,1765,1695,2471,994
Oklahoma,TILLMANCOUNTY,562,777,871,580,414,807,750,763,1084,718,834,301
Oklahoma,TULSACOUNTY,53476,84085,55812,36837,53368,85997,60096,53371,64554,48694,76137,65365
Oklahoma,WAGONERCOUNTY,5601,10415,7593,5725,5409,10656,7941,7052,5841,5147,10488,8270
Oklahoma,WASHINGTONCOUNTY,3789,6046,4668,3853,3527,6182,5252,5728,5540,3767,6318,4744
Oklahoma,WASHITACOUNTY,748,1284,1191,748,728,1249,1111,1151,1053,821,1479,896
Oklahoma,WOODSCOUNTY,1187,1109,685,600,938,804,693,820,915,659,896,701
Oklahoma,WOODWARDCOUNTY,1664,3109,1975,1337,1348,2335,1732,1701,1649,2085,2531,1633
Oregon,BAKERCOUNTY,1025,1827,1612,1767,756,1680,1742,2181,2104,1984,1966,1403
Oregon,BENTONCOUNTY,14892,9638,7236,6396,13063,9626,8004,7823,8810,5494,10639,11336
Oregon,CLACKAMASCOUNTY,29049,54019,41953,30758,27401,54770,43714,40883,24337,21986,50057,64459
Oregon,CLATSOPCOUNTY,2670,4829,4088,3848,2670,4559,4518,4695,3637,3385,5203,3849
Oregon,COLUMBIACOUNTY,3548,6573,5674,4270,3109,6472,6058,5050,3893,3606,6654,5828
Oregon,COOSCOUNTY,3898,6949,6784,7054,3808,6837,7514,8634,8798,5486,8468,5329
Oregon,CROOKCOUNTY,1203,2664,2581,2858,1410,2665,2608,2915,2080,2201,3764,2029
Oregon,CURRYCOUNTY,1241,2038,2622,3226,879,2074,2953,4066,3276,1810,3383,2327
Oregon,DESCHUTESCOUNTY,13045,25681,18169,16666,12535,25495,20310,19957,14483,13276,25645,23974
Oregon,DOUGLASCOUNTY,6857,11854,11191,11741,6581,11810,12247,14805,13029,10214,14818,8416
Oregon,GILLIAMCOUNTY,115,156,215,234,85,193,238,292,318,182,259,128
Oregon,GRANTCOUNTY,342,716,870,990,348,682,792,1121,995,711,1150,524
Oregon,HARNEYCOUNTY,458,797,742,819,424,841,813,909,997,772,874,531
Oregon,HOODRIVERCOUNTY,1716,3059,2498,1475,1590,3069,2286,1922,1490,1582,2649,3258
Oregon,JACKSONCOUNTY,15388,25659,20658,19636,15274,26275,22471,26017,23322,16762,29280,20876
Oregon,JEFFERSONCOUNTY,1862,2948,2449,2105,1569,2627,2331,2345,2263,1282,2605,2012
